#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
843,Matt Canterino,MIN,SP,R,1.2,1.2,0.5,24.4,6.0,0.3,0.4,0,0,4.40,4.35,1.35,5.8,2.4,5.8,0.2,3.0,3.2,1,37.5,41.3,21.2,0.291
844,Carson Spiers,CIN,SP,R,1.2,1.2,0.4,25.7,6.0,0.3,0.5,0,0,5.83,5.73,1.56,4.1,2.3,7.1,0.3,3.9,4.1,1,40.9,37.9,21.3,0.305
845,Seth Johnson,BAL,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,5.22,5.17,1.55,4.2,2.7,6.6,0.3,3.4,3.6,1,44.3,34.3,21.4,0.305
846,Ryan Jensen,CHC,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,5.00,5.05,1.55,4.6,2.8,6.5,0.3,3.2,3.5,1,47.2,31.4,21.4,0.313
847,Jake Brentz,KC,RP,L,8.1,0.0,0.0,24.2,5.7,0.3,0.3,0,2,3.77,3.95,1.36,6.2,2.9,4.8,0.3,2.4,2.6,1,42.9,37.3,19.8,0.304
848,Blake Treinen,LAD,RP,R,5.6,0.0,0.0,22.4,5.6,0.3,0.3,0,1,3.61,3.54,1.27,5.8,2.1,5.1,0.2,2.3,2.5,1,47.0,33.4,19.6,0.292
849,T.J. Zeuch,COL,RP,R,5.6,0.0,0.0,22.4,5.6,1.0,1.3,0,0,5.81,5.79,1.66,3.6,1.7,7.5,0.2,3.1,3.4,1,49.0,30.8,20.2,0.338
850,Shane Baz,TB,SP,R,1.2,1.2,0.5,21.6,5.4,0.3,0.3,0,0,3.44,3.39,1.15,5.9,1.6,4.6,0.2,2.1,2.3,1,41.3,39.3,19.4,0.278
851,Devin Sweet,SEA,RP,R,5.0,0.0,0.0,20.0,5.0,0.2,0.3,0,0,4.40,4.42,1.35,4.6,1.8,5.0,0.2,2.4,2.6,1,38.8,40.0,21.2,0.290
852,Easton Lucas,BAL,RP,L,5.0,0.0,0.0,20.0,5.0,0.2,0.3,0,0,4.60,4.76,1.45,4.1,2.1,5.1,0.2,2.5,2.7,1,40.6,38.1,21.3,0.301
