last_name, first_name,player_id,year,player_age,xslg,xwoba,xobp,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,z_swing_percent,oz_swing_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,sprint_speed,
Brown, Seth,664913,2022,29,.454,.338,.324,89.2,15.8,34.9,13,5.4,41.4,69.7,29.1,36.6,30.4,24.5,8.5,27.9,
McCarthy, Jake,664983,2022,24,.357,.298,.310,87.4,8,32.5,4.8,3.2,33.7,74.7,29.7,51.8,21.7,23.3,3.2,30.1,
Clemens, Kody,665019,2022,26,.325,.249,.242,89.4,17.4,26.7,5.8,5.8,37.2,71.5,33.3,38.4,36,17.4,8.1,27.3,
Walsh, Jared,665120,2022,28,.368,.280,.274,90.1,10.7,34,9.5,6,42.5,66,30.8,46.3,24.2,23.5,6,25.9,
Pena, Jeremy,665161,2022,24,.397,.300,.285,88.1,8.7,32.9,9.7,5.4,36.7,75.3,37.8,47.7,22.4,25.3,4.6,29.4,
Celestino, Gilberto,665482,2022,23,.294,.270,.297,87.3,-1.9,27.1,2.5,4.2,34.3,65.7,21.8,60.6,14.4,22,3,27.9,
Guerrero Jr., Vladimir,665489,2022,23,.462,.348,.342,92.8,4.3,27.9,11.2,6.8,50.4,71.5,30.5,52.3,17.1,24.5,6.1,26.6,
Pache, Cristian,665506,2022,23,.300,.259,.276,89.4,3.8,25.3,3.4,3.4,40.8,73.5,27.4,58,16.7,19.5,5.7,28.6,
Soto, Juan,665742,2022,23,.501,.401,.420,91,9.1,28.5,12.4,7.2,47.4,56.3,17.2,47.4,27.1,19.2,6.3,26.6,
Taveras, Leody,665750,2022,23,.322,.270,.281,89.3,12,28.7,4.3,3,36.1,68.1,31.7,44.8,22.6,24.3,8.3,29.5,
Cabrera, Oswaldo,665828,2022,23,.361,.287,.288,86.8,21.5,41.1,6.3,8.9,34.8,73.1,33.9,30.4,36.6,25,8,27.5,
Cruz, Oneil,665833,2022,23,.410,.304,.286,91.9,8.3,30.6,15.5,2.9,46.1,52.9,30.5,49.5,22.8,21.4,6.3,29.9,
Chisholm Jr., Jazz,665862,2022,24,.473,.345,.320,90.4,15.5,37.3,16.7,4.7,46.7,67.6,27,39.3,34.7,20.7,5.3,29.2,
Gimenez, Andres,665926,2022,23,.400,.326,.336,87.8,11.7,31.3,6.2,6.5,37.8,70.9,38.4,48.2,19.4,24.4,8,29.3,
Kirilloff, Alex,666135,2022,24,.369,.282,.274,89.3,6.1,28.2,6.4,5.5,45.5,71.3,30.3,55.5,26.4,15.5,2.7,27.6,
Lowe, Josh,666139,2022,24,.339,.272,.276,88.3,11.4,47.4,5.2,10.3,37.1,66.5,25.4,36.2,29.3,31,3.4,28.8,
Lux, Gavin,666158,2022,24,.372,.314,.325,88,6.8,34,6.1,6.1,39.8,62.5,23.7,49.5,21.9,24,4.6,28.8,
Moniak, Mickey,666160,2022,24,.262,.203,.193,84.9,19.1,22.2,7.9,1.6,31.7,73.8,45.3,38.1,30.2,19,12.7,28.2,
Adell, Jo,666176,2022,23,.315,.251,.245,87.4,16.7,33.3,9.9,3.1,37.7,69.9,34.7,40.7,22.8,25.3,11.1,29.8,
Beer, Seth,666179,2022,25,.315,.276,.302,85.9,10.7,33.3,3.7,9.9,29.6,69.4,26.7,46.9,19.8,29.6,3.7,24.7,
Bichette, Bo,666182,2022,24,.444,.334,.322,91.9,8.5,33.3,9.6,7.2,50.3,77.6,35.2,49.1,22,24.6,4.2,27.5,
Carlson, Dylan,666185,2022,23,.355,.301,.316,86.1,12.9,35.7,4.4,7.3,27.2,67.8,24.8,43,27.5,25.1,4.4,28.1,
Trammell, Taylor,666211,2022,24,.357,.292,.294,88.3,20.5,29.6,9.9,5.6,28.2,69.5,26.3,39.4,33.8,16.9,9.9,27.0,
Morel, Christopher,666624,2022,23,.435,.324,.307,89.6,9.1,30,13.4,5.7,40.3,71.8,28.6,51,24.3,18.2,6.5,28.8,
Castro, Rodolfo,666801,2022,23,.354,.280,.276,87.3,11.7,25.6,6.7,7.2,35,67.7,27.5,51.1,24.4,17.2,7.2,27.3,
Dalbec, Bobby,666915,2022,27,.379,.296,.287,90.3,15.2,32,11.8,6.4,45.8,66.3,29.1,38.9,33.5,21.2,6.4,28.3,
Garcia, Adolis,666969,2022,29,.447,.322,.296,92.1,13.2,36.9,12.9,9.3,47.4,73.5,37.3,41.1,25,24.5,9.3,27.9,
Gurriel Jr., Lourdes,666971,2022,28,.400,.321,.328,90.6,10.9,34.7,3.8,8.9,45.7,68.4,29.6,45.7,22,26.3,5.9,27.3,
Arozarena, Randy,668227,2022,27,.382,.301,.301,89.9,8.8,28.2,7.9,5.8,41,64,30.9,50.2,19.7,20.8,9.3,28.8,
Pratto, Nick,668472,2022,23,.322,.267,.266,86,19.7,34.4,12.5,7.3,36.5,65.1,26.2,33.3,40.6,17.7,8.3,27.2,
Bleday, JJ,668709,2022,24,.315,.280,.297,86.3,25,37.4,8.6,5,33.8,71.1,24.3,25.2,38.1,25.2,11.5,27.8,
Steer, Spencer,668715,2022,24,.304,.278,.302,84.7,13.6,30.4,5.8,1.4,31.9,59.5,24.8,43.5,24.6,21.7,10.1,27.4,
Baddoo, Akil,668731,2022,23,.270,.253,.278,85,14.2,29.9,3.6,2.2,27,70.8,26.9,42.3,24.8,21.2,11.7,28.9,
Mitchell, Cal,668751,2022,23,.358,.292,.297,89.9,7.5,34,4.9,5.6,40.7,69,32.2,46.3,21.6,30.2,1.9,26.1,
Knizner, Andrew,668800,2022,27,.306,.280,.305,86,15.6,28.6,3.5,3.5,33.2,65.4,32.9,45.7,23.6,17.6,13.1,25.8,
Reynolds, Bryan,668804,2022,27,.416,.329,.334,90.2,12,35.5,7.9,6,42.9,73,31.5,43.7,27.8,24.6,4,28.3,
Rutschman, Adley,668939,2022,24,.411,.342,.358,87.9,15.6,35.6,7.9,6.7,36.8,61.1,23.1,40,26.7,25.1,8.3,27.2,
Rojas, Josh,668942,2022,28,.365,.308,.327,88.8,11.9,33.5,4.5,4.8,36.1,62.5,19.9,43.9,26.2,26.2,3.7,27.3,
Melendez Jr., MJ,669004,2022,23,.410,.332,.334,90.7,15.1,31,10.4,6.8,43.5,66,24.1,39.6,32.7,20.8,6.8,27.8,
Marsh, Brandon,669016,2022,24,.372,.287,.279,89.2,10.9,40.8,7.4,7,38.2,64.7,31.8,43.4,27.9,26.1,2.6,28.9,
Huff, Sam,669087,2022,24,.385,.294,.290,88.9,9.7,35.4,10.1,2.5,36.7,75.8,34.7,44.3,24.1,26.6,5.1,27.0,
Langeliers, Shea,669127,2022,24,.345,.261,.247,87.3,16.9,42.9,9.9,6.6,38.5,73.4,35.4,37.4,24.2,25.3,13.2,28.7,
Murphy, Sean,669221,2022,27,.439,.344,.340,88.7,11.5,34.7,10.5,6.5,41.4,71.1,29.5,42.1,23.4,27,7.4,26.1,
Senzel, Nick,669222,2022,27,.355,.299,.313,87.2,11.7,35,3.3,5,33.9,68.2,27.7,46.3,24.3,23.7,5.7,28.7,
Edman, Tommy,669242,2022,27,.380,.308,.318,88.6,8.7,31.6,6.2,5.1,37.8,64,30.6,49.4,20.5,23.5,6.6,28.8,
Smith, Will,669257,2022,27,.473,.352,.341,89.9,18.4,36.8,10.3,7.2,43,63.7,21.3,31.5,37.3,25.5,5.8,27.5,
Suwinski, Jack,669261,2022,23,.393,.307,.300,88.3,14.3,26.3,12.2,7.5,40.4,61.1,24.5,43.2,31.9,16,8.9,28.7,
Espinal, Santiago,669289,2022,27,.348,.298,.319,86.1,14.1,33.8,3.4,3.6,31.7,67.1,25.6,43.6,19.2,26.8,10.4,27.0,
Miranda, Jose,669304,2022,24,.410,.317,.312,89.3,13.8,34.2,6.2,7.9,42.4,72.5,32.7,42.4,25.4,24,8.2,26.2,
Thompson, Bubba,669352,2022,24,.234,.203,.212,84.8,5.3,21.6,1.7,4.3,21.6,79,38.4,58.6,19,14.7,7.8,30.4,
Gorman, Nolan,669357,2022,22,.476,.341,.312,89.2,20,46.7,14.4,11.7,43.3,74.9,31.1,27.2,38.3,27.8,6.7,26.9,
Hiura, Keston,669374,2022,25,.425,.317,.297,91.7,16.1,41.1,15.3,11.3,45.2,70.3,29,36.3,33.9,24.2,5.6,27.5,
Burger, Jake,669394,2022,26,.460,.318,.281,90.7,12.3,33.3,14.9,6.1,43,73.4,36.6,43,30.7,21.1,5.3,27.8,
Allen, Nick,669397,2022,23,.266,.238,.259,83.9,7.6,26,1.2,3.3,22.3,73.7,32.3,53.7,19.8,20.7,5.8,27.7,
Hummel, Cooper,669450,2022,27,.332,.292,.307,87.6,7.7,30.1,7.1,7.1,35.4,61.7,18.7,47.8,24.8,20.4,7.1,28.8,
Smith, Josh H.,669701,2022,24,.313,.296,.330,87,19.2,34.5,2.4,5.4,28.6,61.4,21.1,36.3,26.2,25.6,11.9,28.2,
Hays, Austin,669720,2022,26,.372,.298,.298,87.7,11.3,32.3,5.2,7.1,37.7,67.7,36.2,43.6,22.4,23.6,10.4,27.8,
Hall, Darick,669742,2022,26,.462,.312,.264,91.4,18.6,37,17.4,6.5,44.6,72.2,32.6,34.8,35.9,23.9,5.4,26.3,
Call, Alex,669743,2022,27,.290,.279,.311,86.3,18.4,29.8,1.2,6,31,62.4,26.1,38.1,31,22.6,8.3,28.4,
Toglia, Michael,669911,2022,23,.305,.261,.276,87.4,17,32.8,7.5,3,40.3,66,28.1,38.8,26.9,26.9,7.5,28.3,
Lopez, Nicky,670032,2022,27,.312,.273,.296,84.9,4.9,31.3,1.6,2.9,22.9,67.8,30,55.2,15.4,24.7,4.7,27.7,
Alvarez, Yordan,670541,2022,25,.672,.462,.430,95.2,12.3,40.7,21,7.5,59.8,63.7,24.8,39.9,30.5,27,2.7,26.5,
Paredes, Isaac,670623,2022,23,.348,.297,.310,87.4,15.8,27.4,6.4,6.4,38.7,60.7,20.5,42.1,28.2,17.7,12,26.2,
Brosseau, Mike,670712,2022,28,.359,.300,.307,89.1,14.6,34.4,8.6,9.7,41.9,66.6,27.9,40.9,34.4,22.6,2.2,27.7,
Walls, Taylor,670764,2022,25,.304,.270,.290,86.3,16.6,32.6,6.2,4.8,28.5,64.9,19.8,37.8,26.8,26.8,8.6,28.8,
Gonzalez, Luis,670768,2022,26,.306,.268,.289,86.9,10.9,27,2.9,7.5,32,68,26,47.3,27,20.3,5.4,28.2,
Friedl Jr., TJ,670770,2022,26,.335,.283,.295,87.2,19.8,30.9,4.7,6.8,29.8,63.1,24,35.1,32.5,20.4,12,28.2,
Waters, Drew,671221,2022,23,.376,.293,.285,84.1,10.4,41.1,12.5,3.6,28.6,69.9,25.9,48.2,28.6,21.4,1.8,28.4,
Garcia, Luis,671277,2022,22,.409,.305,.285,87.3,5.5,37.4,7.5,7.1,36.7,67.6,40.8,52.7,20.3,25.6,1.4,27.0,
Harris II, Michael,671739,2022,21,.460,.335,.312,89.5,4.5,32.8,10.1,6.8,45.1,67.2,39,55.8,17.9,22.4,3.9,29.4,
Kelenic, Jarred,672284,2022,22,.351,.269,.252,86,18,27.2,13.6,5.8,35,67.4,28.2,36.9,31.1,16.5,15.5,27.2,
Kirk, Alejandro,672386,2022,23,.431,.351,.367,90.5,8.1,32,6.7,6.5,45.4,59.6,23.3,50,20.4,24.5,5,24.1,
Perdomo, Geraldo,672695,2022,22,.282,.269,.302,85,12.1,28.1,2,2,25.1,59.6,21.5,50.6,19.9,21.1,8.5,27.2,
Marcano, Tucupita,672779,2022,22,.243,.213,.228,84.7,11.1,30.3,1.6,6.6,17.2,64.3,25.6,47.5,23.8,20.5,8.2,28.8,
Robert Jr., Luis,673357,2022,24,.449,.327,.307,89.3,10,32.6,8.9,4.9,42.8,83.6,43.2,45.1,23,26.3,5.6,27.9,
Kim, Ha-Seong,673490,2022,26,.368,.309,.324,86.7,16.1,34,4.2,6.1,32.4,60.4,24.9,40.8,22.9,25.9,10.4,28.4,
Suzuki, Seiya,673548,2022,27,.419,.327,.325,89.6,11.2,36.9,11,5.5,41.3,56.8,21.3,40.7,25.5,27.2,6.6,28.3,
Jung, Josh,673962,2022,24,.403,.287,.255,85.5,14.3,40.7,10.2,6.8,32.2,61.9,34.3,42.4,25.4,25.4,6.8,26.9,
Smith, Kevin,675656,2022,25,.322,.239,.225,87,16.4,32.4,7.8,5.9,33.3,70.7,35.2,43.1,32.4,16.7,7.8,27.6,
Velazquez, Nelson,676369,2022,23,.399,.305,.291,89.2,12.3,35,13.3,9.2,43.6,74.2,23.6,43.3,29.2,20,7.5,28.2,
Clement, Ernie,676391,2022,26,.328,.277,.290,85,11.8,27.1,3.6,3.6,25.7,63.4,34.9,47.1,28.6,18.6,5.7,28.3,
Barrero, Jose ,676480,2022,24,.211,.180,.185,87.5,17.7,33.7,2.2,6.7,35.2,76.1,40.2,40.4,29.2,21.3,9,27.9,
Madris, Bligh,676632,2022,26,.309,.262,.275,88.9,10.5,30.5,4.9,7.3,41.5,66.9,24.9,51.2,23.2,19.5,6.1,27.9,
Meyers, Jake,676694,2022,26,.292,.251,.254,87.3,7.2,30.9,5.2,5.2,37.1,65.7,30.4,53.6,16.5,25.8,4.1,28.9,
Trejo, Alan,676701,2022,26,.375,.291,.285,86.2,13.6,37.9,4.6,8,31.4,68.3,36.5,39.1,32.2,25.3,3.4,26.7,
McCormick, Chas,676801,2022,27,.414,.325,.321,88.1,12.8,33.5,10.2,4.7,39,69.7,29.6,44.1,31.9,22,2,28.7,
Franco, Wander,677551,2022,21,.408,.331,.340,87.3,8.2,35.1,4.6,4.9,35.8,73.1,30.1,44.2,18.2,29.1,8.4,27.8,
Rodriguez, Julio,677594,2022,21,.460,.337,.319,92,10.1,32.7,13.1,8.4,50.7,70.5,33.5,46.3,24,22.3,7.4,29.8,
Duran, Ezequiel,677649,2022,23,.317,.256,.259,85.9,9.5,24.7,4.5,6.5,31.8,72.4,39.2,50,12.3,20.8,16.9,29.1,
Thomas, Alek,677950,2022,22,.335,.277,.285,87.4,2.6,27.9,3.8,6.4,34.6,63.8,33.4,57.7,15.7,21.8,4.8,29.4,
Witt Jr., Bobby,677951,2022,22,.427,.313,.294,89.7,16.8,32.5,8.7,4.6,38.6,70.4,34.7,36.2,33.4,22.6,7.8,30.4,
Torkelson, Spencer,679529,2022,22,.378,.305,.307,90.5,15,35.4,8.4,8,41.8,67,24.7,40.7,25.9,25.9,7.6,27.8,
Vavra, Terrin,679631,2022,25,.353,.318,.348,87.5,10.7,37.5,1.4,6.9,23.6,74.7,24.9,41.7,23.6,31.9,2.8,27.1,
Palacios, Richie,680700,2022,25,.310,.277,.308,85,13.5,26.9,1.1,2.2,21.5,68.9,26.1,45.2,17.2,24.7,12.9,27.9,
Kwan, Steven,680757,2022,24,.341,.312,.348,85.1,11.8,34.6,1.4,2.6,20.8,55.1,20.2,42.6,23.6,27.9,5.9,28.4,
Duran, Jarren,680776,2022,25,.353,.282,.281,89.3,7.6,27.5,7.7,5.6,38,68.9,31.5,54.2,24.6,16.9,4.2,29.2,
Jeffers, Ryan,680777,2022,25,.424,.315,.295,88.2,18.2,35.8,13.2,11.9,42.4,66.8,25.9,37.7,33.8,21.9,6.6,26.0,
Burdick, Peyton,680814,2022,25,.387,.296,.283,90,18,35.1,10.5,8.8,38.6,77.9,29.9,31.6,33.3,22.8,12.3,28.1,
Miller, Owen,680911,2022,25,.341,.291,.307,85.8,10.1,35,3.5,5.6,31.2,62.5,34.7,43.8,22.9,26.8,6.5,29.0,
Donovan, Brendan,680977,2022,25,.365,.339,.381,87.7,6,32.7,3.4,4.9,37.7,55.7,21.4,54.3,19.1,24.4,2.2,27.2,
Stott, Bryson,681082,2022,24,.340,.284,.297,88.1,13.1,29.4,4.4,4.4,36.8,60.8,28.2,46.5,23.5,21.2,8.8,29.1,
Bride, Jonah,681146,2022,26,.300,.282,.314,86.9,11.5,31.8,1.5,9.1,31.1,47.3,25,46.2,21.2,26.5,6.1,26.9,
Carpenter, Kerry,681481,2022,24,.394,.292,.271,87.2,14.5,37.5,11.1,8.3,36.1,71.4,33,40.3,30.6,22.2,6.9,27.3,
Villar, David,681584,2022,25,.327,.285,.296,86.8,17.8,33.3,9.1,2,36.4,67,20.8,38.4,40.4,19.2,2,26.7,
Eaton, Nate,681987,2022,25,.352,.297,.307,85.8,13.6,43.8,5,7.5,27.5,73,28.4,35,27.5,31.3,6.3,29.7,
Abrams, CJ,682928,2022,21,.316,.266,.277,86.5,6.8,28.6,2.1,4.2,30.7,72.9,41.2,52.5,21,18.5,8,29.0,
Greene, Riley,682985,2022,21,.388,.316,.318,89.5,2.8,32,9.3,5,45.2,64.3,27.6,56.8,19.3,22.4,1.5,27.7,
Carroll, Corbin,682998,2022,21,.359,.293,.295,85.8,9.1,34.2,5.5,8.2,32.9,62.8,26.4,47.9,19.2,27.4,5.5,30.7,
Henderson, Gunnar,683002,2022,21,.432,.338,.341,92.4,2,25.6,9.8,6.1,53.7,66.4,17.9,57.3,15.9,23.2,3.7,29.1,
Vaughn, Andrew,683734,2022,24,.415,.319,.311,90.8,7.5,34.1,7.9,10,48.6,61.4,32.8,48,22.2,25.1,4.8,26.2,
Pasquantino, Vinnie,686469,2022,24,.476,.374,.380,91.2,12.1,34.1,8.8,7.5,46.9,68,26.5,40.7,25.2,29.2,4.9,25.6,
Massey, Michael,686681,2022,24,.450,.332,.310,89.3,16.4,35.1,13,4.6,38.2,73.5,35.6,38.9,31.3,22.9,6.9,27.1,
Grissom, Vaughn,687093,2022,21,.412,.326,.328,84.6,9,35.2,7.4,2.8,34.3,70.6,35,44.4,24.1,27.8,3.7,27.7,
